Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating,Datetime,Hour,DayOfWeek,WeekType,Is_Cancelled,Cancellation_Type,Unified_Reason
1/28/2024,6:00:00,CNR9381883,Cancelled by Driver,194634,Prime Sedan,Area-26,Area-17,,,0,1,0,,,,,,2024-01-28 06:00:00,6,Sunday,Weekend,True,Driver,Customer related issue
1/30/2024,19:00:00,CNR2047536,Cancelled by Driver,760766,Prime Plus,Area-42,Area-42,,,0,1,0,,,,,,2024-01-30 19:00:00,19,Tuesday,Weekday,True,Driver,More than permitted people in there
1/28/2024,8:00:00,CNR1463015,Incomplete,988102,Prime Plus,Area-42,Area-49,,,0,0,1,,,,,,2024-01-28 08:00:00,8,Sunday,Weekend,True,Incomplete,Other Issue
1/12/2024,4:00:00,CNR2425604,Cancelled by Driver,322526,eBike,Area-45,Area-26,,,0,1,0,,,,,,2024-01-12 04:00:00,4,Friday,Weekday,True,Driver,More than permitted people in there
1/19/2024,1:00:00,CNR7200329,Incomplete,884588,eBike,Area-43,Area-39,,,0,0,1,,,,,,2024-01-19 01:00:00,1,Friday,Weekday,True,Incomplete,Customer Demand
1/14/2024,8:00:00,CNR0188792,Cancelled by Driver,642085,Prime Sedan,Area-40,Area-49,,,0,1,0,,,,,,2024-01-14 08:00:00,8,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/19/2024,14:00:00,CNR8397186,Cancelled by Driver,157217,Prime Plus,Area-4,Area-13,,,0,1,0,,,,,,2024-01-19 14:00:00,14,Friday,Weekday,True,Driver,Customer related issue
1/8/2024,4:00:00,CNR7856290,Cancelled by Driver,358114,Auto,Area-12,Area-27,,,0,1,0,,,,,,2024-01-08 04:00:00,4,Monday,Weekday,True,Driver,More than permitted people in there
1/13/2024,22:00:00,CNR2593261,Cancelled by Driver,166758,Prime SUV,Area-33,Area-3,,,0,1,0,,,,,,2024-01-13 22:00:00,22,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/19/2024,8:00:00,CNR1254977,Cancelled by Driver,994863,Prime Plus,Area-36,Area-18,,,0,1,0,,,,,,2024-01-19 08:00:00,8,Friday,Weekday,True,Driver,Personal & Car related issues
1/3/2024,3:00:00,CNR9448116,Cancelled by Driver,631948,Auto,Area-7,Area-36,,,0,1,0,,,,,,2024-01-03 03:00:00,3,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/8/2024,3:00:00,CNR6891245,Cancelled by Customer,481405,eBike,Area-7,Area-10,,,1,0,0,,,,,,2024-01-08 03:00:00,3,Monday,Weekday,True,Customer,AC is not working
1/17/2024,2:00:00,CNR5235830,Cancelled by Customer,165214,Auto,Area-27,Area-6,,,1,0,0,,,,,,2024-01-17 02:00:00,2,Wednesday,Weekday,True,Customer,Change of plans
1/20/2024,12:00:00,CNR1781247,Incomplete,993719,Bike,Area-24,Area-8,,,0,0,1,,,,,,2024-01-20 12:00:00,12,Saturday,Weekend,True,Incomplete,Vehicle Breakdown
1/27/2024,15:00:00,CNR6423598,Cancelled by Customer,273659,Prime SUV,Area-42,Area-6,,,1,0,0,,,,,,2024-01-27 15:00:00,15,Saturday,Weekend,True,Customer,Driver is not moving towards pickup location
1/11/2024,12:00:00,CNR7615485,Cancelled by Driver,276358,Bike,Area-10,Area-24,,,0,1,0,,,,,,2024-01-11 12:00:00,12,Thursday,Weekday,True,Driver,Customer related issue
1/2/2024,22:00:00,CNR1500687,Incomplete,629342,Bike,Area-28,Area-14,,,0,0,1,,,,,,2024-01-02 22:00:00,22,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/17/2024,18:00:00,CNR5760086,Cancelled by Customer,730520,Prime SUV,Area-23,Area-25,,,1,0,0,,,,,,2024-01-17 18:00:00,18,Wednesday,Weekday,True,Customer,AC is not working
1/14/2024,18:00:00,CNR4926437,Cancelled by Driver,540467,Prime Sedan,Area-15,Area-4,,,0,1,0,,,,,,2024-01-14 18:00:00,18,Sunday,Weekend,True,Driver,More than permitted people in there
1/8/2024,14:00:00,CNR1121816,Cancelled by Driver,578364,Prime Sedan,Area-22,Area-14,,,0,1,0,,,,,,2024-01-08 14:00:00,14,Monday,Weekday,True,Driver,Customer related issue
1/2/2024,20:00:00,CNR0235915,Incomplete,199346,Prime Sedan,Area-37,Area-11,,,0,0,1,,,,,,2024-01-02 20:00:00,20,Tuesday,Weekday,True,Incomplete,Other Issue
1/14/2024,20:00:00,CNR9669636,Cancelled by Driver,170793,Mini,Area-21,Area-43,,,0,1,0,,,,,,2024-01-14 20:00:00,20,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/21/2024,17:00:00,CNR4343898,Incomplete,740479,Mini,Area-43,Area-26,,,0,0,1,,,,,,2024-01-21 17:00:00,17,Sunday,Weekend,True,Incomplete,Customer Demand
1/11/2024,9:00:00,CNR2760471,Cancelled by Driver,331081,Prime Sedan,Area-25,Area-50,,,0,1,0,,,,,,2024-01-11 09:00:00,9,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/29/2024,9:00:00,CNR4811570,Cancelled by Customer,729858,Prime SUV,Area-15,Area-37,,,1,0,0,,,,,,2024-01-29 09:00:00,9,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/6/2024,10:00:00,CNR8950058,Incomplete,936258,Prime Sedan,Area-21,Area-50,,,0,0,1,,,,,,2024-01-06 10:00:00,10,Saturday,Weekend,True,Incomplete,Other Issue
1/6/2024,9:00:00,CNR5623541,Incomplete,577924,eBike,Area-15,Area-32,,,0,0,1,,,,,,2024-01-06 09:00:00,9,Saturday,Weekend,True,Incomplete,Customer Demand
1/26/2024,15:00:00,CNR2788035,Cancelled by Customer,601515,Bike,Area-18,Area-46,,,1,0,0,,,,,,2024-01-26 15:00:00,15,Friday,Weekday,True,Customer,Driver asked to cancel
1/22/2024,2:00:00,CNR2908178,Cancelled by Driver,155119,eBike,Area-15,Area-45,,,0,1,0,,,,,,2024-01-22 02:00:00,2,Monday,Weekday,True,Driver,Customer related issue
1/6/2024,1:00:00,CNR2469636,Cancelled by Driver,586197,Prime SUV,Area-43,Area-6,,,0,1,0,,,,,,2024-01-06 01:00:00,1,Saturday,Weekend,True,Driver,More than permitted people in there
1/26/2024,2:00:00,CNR8457856,Cancelled by Driver,508486,Prime SUV,Area-11,Area-21,,,0,1,0,,,,,,2024-01-26 02:00:00,2,Friday,Weekday,True,Driver,Customer related issue
1/11/2024,15:00:00,CNR6444342,Incomplete,339876,Prime SUV,Area-34,Area-46,,,0,0,1,,,,,,2024-01-11 15:00:00,15,Thursday,Weekday,True,Incomplete,Vehicle Breakdown
1/28/2024,2:00:00,CNR8943007,Incomplete,188693,Auto,Area-11,Area-37,,,0,0,1,,,,,,2024-01-28 02:00:00,2,Sunday,Weekend,True,Incomplete,Other Issue
1/1/2024,7:00:00,CNR1623241,Cancelled by Driver,980130,eBike,Area-7,Area-29,,,0,1,0,,,,,,2024-01-01 07:00:00,7,Monday,Weekday,True,Driver,More than permitted people in there
1/19/2024,9:00:00,CNR1933005,Cancelled by Driver,949383,eBike,Area-22,Area-24,,,0,1,0,,,,,,2024-01-19 09:00:00,9,Friday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,3:00:00,CNR5362381,Cancelled by Driver,786141,Bike,Area-8,Area-3,,,0,1,0,,,,,,2024-01-26 03:00:00,3,Friday,Weekday,True,Driver,Customer related issue
1/13/2024,13:00:00,CNR4859422,Cancelled by Driver,250026,eBike,Area-8,Area-45,,,0,1,0,,,,,,2024-01-13 13:00:00,13,Saturday,Weekend,True,Driver,More than permitted people in there
1/9/2024,0:00:00,CNR5602955,Cancelled by Driver,197738,Prime Sedan,Area-3,Area-4,,,0,1,0,,,,,,2024-01-09 00:00:00,0,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/18/2024,21:00:00,CNR5628093,Cancelled by Driver,539459,Prime Sedan,Area-11,Area-13,,,0,1,0,,,,,,2024-01-18 21:00:00,21,Thursday,Weekday,True,Driver,More than permitted people in there
1/4/2024,17:00:00,CNR8166447,Cancelled by Driver,627812,Mini,Area-7,Area-41,,,0,1,0,,,,,,2024-01-04 17:00:00,17,Thursday,Weekday,True,Driver,Personal & Car related issues
1/16/2024,6:00:00,CNR2231306,Cancelled by Customer,933868,Bike,Area-14,Area-30,,,1,0,0,,,,,,2024-01-16 06:00:00,6,Tuesday,Weekday,True,Customer,AC is not working
1/10/2024,22:00:00,CNR5365126,Cancelled by Driver,777663,Bike,Area-43,Area-5,,,0,1,0,,,,,,2024-01-10 22:00:00,22,Wednesday,Weekday,True,Driver,More than permitted people in there
1/5/2024,16:00:00,CNR2810642,Cancelled by Driver,322367,Mini,Area-6,Area-23,,,0,1,0,,,,,,2024-01-05 16:00:00,16,Friday,Weekday,True,Driver,Customer related issue
1/10/2024,8:00:00,CNR1852528,Cancelled by Customer,206225,Mini,Area-26,Area-26,,,1,0,0,,,,,,2024-01-10 08:00:00,8,Wednesday,Weekday,True,Customer,Driver asked to cancel
1/20/2024,10:00:00,CNR1043120,Cancelled by Customer,596846,Prime Sedan,Area-1,Area-39,,,1,0,0,,,,,,2024-01-20 10:00:00,10,Saturday,Weekend,True,Customer,Wrong Address
1/29/2024,7:00:00,CNR4303787,Cancelled by Driver,383049,Auto,Area-39,Area-31,,,0,1,0,,,,,,2024-01-29 07:00:00,7,Monday,Weekday,True,Driver,Personal & Car related issues
1/7/2024,7:00:00,CNR9861427,Incomplete,193610,eBike,Area-24,Area-14,,,0,0,1,,,,,,2024-01-07 07:00:00,7,Sunday,Weekend,True,Incomplete,Customer Demand
1/27/2024,3:00:00,CNR1757310,Cancelled by Driver,257525,eBike,Area-10,Area-30,,,0,1,0,,,,,,2024-01-27 03:00:00,3,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/27/2024,14:00:00,CNR5140242,Cancelled by Driver,420677,Mini,Area-8,Area-4,,,0,1,0,,,,,,2024-01-27 14:00:00,14,Saturday,Weekend,True,Driver,Personal & Car related issues
1/19/2024,8:00:00,CNR3801875,Incomplete,847841,Auto,Area-36,Area-10,,,0,0,1,,,,,,2024-01-19 08:00:00,8,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/7/2024,2:00:00,CNR9150243,Cancelled by Driver,518500,Mini,Area-41,Area-25,,,0,1,0,,,,,,2024-01-07 02:00:00,2,Sunday,Weekend,True,Driver,Personal & Car related issues
1/12/2024,3:00:00,CNR9514881,Cancelled by Driver,681208,Mini,Area-17,Area-9,,,0,1,0,,,,,,2024-01-12 03:00:00,3,Friday,Weekday,True,Driver,Customer related issue
1/17/2024,16:00:00,CNR0149885,Cancelled by Driver,790130,Prime SUV,Area-44,Area-29,,,0,1,0,,,,,,2024-01-17 16:00:00,16,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/2/2024,9:00:00,CNR3237157,Cancelled by Driver,617530,Prime Plus,Area-43,Area-4,,,0,1,0,,,,,,2024-01-02 09:00:00,9,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/10/2024,17:00:00,CNR0078586,Cancelled by Customer,505929,Auto,Area-36,Area-31,,,1,0,0,,,,,,2024-01-10 17:00:00,17,Wednesday,Weekday,True,Customer,Change of plans
1/17/2024,6:00:00,CNR4929262,Incomplete,453928,Prime Sedan,Area-50,Area-35,,,0,0,1,,,,,,2024-01-17 06:00:00,6,Wednesday,Weekday,True,Incomplete,Other Issue
1/18/2024,10:00:00,CNR0926301,Cancelled by Driver,618970,Prime SUV,Area-18,Area-17,,,0,1,0,,,,,,2024-01-18 10:00:00,10,Thursday,Weekday,True,Driver,Customer related issue
1/10/2024,16:00:00,CNR6160106,Cancelled by Driver,680290,Auto,Area-38,Area-21,,,0,1,0,,,,,,2024-01-10 16:00:00,16,Wednesday,Weekday,True,Driver,Customer related issue
1/2/2024,22:00:00,CNR0999674,Cancelled by Driver,292362,eBike,Area-45,Area-9,,,0,1,0,,,,,,2024-01-02 22:00:00,22,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/12/2024,1:00:00,CNR9796128,Cancelled by Driver,666052,Auto,Area-2,Area-39,,,0,1,0,,,,,,2024-01-12 01:00:00,1,Friday,Weekday,True,Driver,Customer related issue
1/13/2024,11:00:00,CNR6465522,Incomplete,539976,Prime Sedan,Area-49,Area-49,,,0,0,1,,,,,,2024-01-13 11:00:00,11,Saturday,Weekend,True,Incomplete,Vehicle Breakdown
1/6/2024,12:00:00,CNR6078079,Cancelled by Driver,151605,eBike,Area-36,Area-5,,,0,1,0,,,,,,2024-01-06 12:00:00,12,Saturday,Weekend,True,Driver,Customer related issue
1/2/2024,19:00:00,CNR1327221,Cancelled by Driver,958045,Prime Plus,Area-42,Area-26,,,0,1,0,,,,,,2024-01-02 19:00:00,19,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/4/2024,14:00:00,CNR0577075,Cancelled by Driver,931122,Bike,Area-7,Area-48,,,0,1,0,,,,,,2024-01-04 14:00:00,14,Thursday,Weekday,True,Driver,More than permitted people in there
1/17/2024,7:00:00,CNR0433512,Incomplete,568802,Prime Plus,Area-26,Area-50,,,0,0,1,,,,,,2024-01-17 07:00:00,7,Wednesday,Weekday,True,Incomplete,Vehicle Breakdown
1/21/2024,8:00:00,CNR5638901,Cancelled by Driver,187963,Prime Plus,Area-32,Area-38,,,0,1,0,,,,,,2024-01-21 08:00:00,8,Sunday,Weekend,True,Driver,Customer related issue
1/24/2024,6:00:00,CNR4924457,Cancelled by Customer,181269,eBike,Area-7,Area-28,,,1,0,0,,,,,,2024-01-24 06:00:00,6,Wednesday,Weekday,True,Customer,Change of plans
1/29/2024,20:00:00,CNR2385126,Cancelled by Driver,733882,Bike,Area-46,Area-24,,,0,1,0,,,,,,2024-01-29 20:00:00,20,Monday,Weekday,True,Driver,The customer was coughing/sick
1/21/2024,3:00:00,CNR4997815,Cancelled by Driver,287931,Mini,Area-1,Area-21,,,0,1,0,,,,,,2024-01-21 03:00:00,3,Sunday,Weekend,True,Driver,Customer related issue
1/21/2024,21:00:00,CNR6218618,Cancelled by Driver,863878,Prime Sedan,Area-50,Area-43,,,0,1,0,,,,,,2024-01-21 21:00:00,21,Sunday,Weekend,True,Driver,More than permitted people in there
1/16/2024,18:00:00,CNR0817814,Cancelled by Driver,845108,eBike,Area-4,Area-29,,,0,1,0,,,,,,2024-01-16 18:00:00,18,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/14/2024,9:00:00,CNR0591608,Cancelled by Driver,715354,Prime Plus,Area-21,Area-46,,,0,1,0,,,,,,2024-01-14 09:00:00,9,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/20/2024,15:00:00,CNR0728691,Cancelled by Driver,497735,Auto,Area-9,Area-20,,,0,1,0,,,,,,2024-01-20 15:00:00,15,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/2/2024,13:00:00,CNR9515946,Cancelled by Customer,833640,Prime Sedan,Area-19,Area-14,,,1,0,0,,,,,,2024-01-02 13:00:00,13,Tuesday,Weekday,True,Customer,Wrong Address
1/11/2024,9:00:00,CNR2336398,Cancelled by Driver,546582,Mini,Area-33,Area-7,,,0,1,0,,,,,,2024-01-11 09:00:00,9,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/20/2024,13:00:00,CNR3462131,Cancelled by Driver,356620,eBike,Area-28,Area-6,,,0,1,0,,,,,,2024-01-20 13:00:00,13,Saturday,Weekend,True,Driver,Customer related issue
1/14/2024,22:00:00,CNR8874304,Cancelled by Customer,738081,Prime Plus,Area-38,Area-2,,,1,0,0,,,,,,2024-01-14 22:00:00,22,Sunday,Weekend,True,Customer,Driver asked to cancel
1/28/2024,21:00:00,CNR9473266,Cancelled by Driver,918941,Prime Sedan,Area-29,Area-33,,,0,1,0,,,,,,2024-01-28 21:00:00,21,Sunday,Weekend,True,Driver,More than permitted people in there
1/6/2024,4:00:00,CNR8405346,Cancelled by Driver,287410,Prime Sedan,Area-2,Area-35,,,0,1,0,,,,,,2024-01-06 04:00:00,4,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/19/2024,11:00:00,CNR9759657,Cancelled by Customer,595890,Bike,Area-4,Area-24,,,1,0,0,,,,,,2024-01-19 11:00:00,11,Friday,Weekday,True,Customer,Driver asked to cancel
1/7/2024,16:00:00,CNR9125341,Cancelled by Driver,538409,eBike,Area-25,Area-38,,,0,1,0,,,,,,2024-01-07 16:00:00,16,Sunday,Weekend,True,Driver,More than permitted people in there
1/24/2024,13:00:00,CNR5194724,Cancelled by Customer,407213,Prime Plus,Area-13,Area-21,,,1,0,0,,,,,,2024-01-24 13:00:00,13,Wednesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/23/2024,4:00:00,CNR9804271,Cancelled by Driver,124872,eBike,Area-42,Area-35,,,0,1,0,,,,,,2024-01-23 04:00:00,4,Tuesday,Weekday,True,Driver,More than permitted people in there
1/21/2024,12:00:00,CNR8088703,Cancelled by Driver,549407,Mini,Area-41,Area-42,,,0,1,0,,,,,,2024-01-21 12:00:00,12,Sunday,Weekend,True,Driver,Personal & Car related issues
1/15/2024,16:00:00,CNR6555396,Cancelled by Driver,498325,Mini,Area-31,Area-12,,,0,1,0,,,,,,2024-01-15 16:00:00,16,Monday,Weekday,True,Driver,Personal & Car related issues
1/9/2024,15:00:00,CNR3069529,Cancelled by Driver,158693,Prime SUV,Area-35,Area-6,,,0,1,0,,,,,,2024-01-09 15:00:00,15,Tuesday,Weekday,True,Driver,More than permitted people in there
1/25/2024,4:00:00,CNR5271982,Cancelled by Customer,378673,Bike,Area-12,Area-3,,,1,0,0,,,,,,2024-01-25 04:00:00,4,Thursday,Weekday,True,Customer,Wrong Address
1/19/2024,20:00:00,CNR0152455,Cancelled by Driver,915158,Mini,Area-8,Area-47,,,0,1,0,,,,,,2024-01-19 20:00:00,20,Friday,Weekday,True,Driver,Customer related issue
1/11/2024,21:00:00,CNR6916487,Cancelled by Driver,116988,Prime Sedan,Area-4,Area-33,,,0,1,0,,,,,,2024-01-11 21:00:00,21,Thursday,Weekday,True,Driver,More than permitted people in there
1/7/2024,22:00:00,CNR7146731,Incomplete,367685,Mini,Area-33,Area-24,,,0,0,1,,,,,,2024-01-07 22:00:00,22,Sunday,Weekend,True,Incomplete,Other Issue
1/7/2024,3:00:00,CNR9035510,Cancelled by Driver,217871,Auto,Area-6,Area-27,,,0,1,0,,,,,,2024-01-07 03:00:00,3,Sunday,Weekend,True,Driver,More than permitted people in there
1/6/2024,8:00:00,CNR2192004,Cancelled by Driver,362847,Prime Plus,Area-7,Area-16,,,0,1,0,,,,,,2024-01-06 08:00:00,8,Saturday,Weekend,True,Driver,Customer related issue
1/29/2024,3:00:00,CNR3745592,Cancelled by Driver,793320,Prime Sedan,Area-21,Area-28,,,0,1,0,,,,,,2024-01-29 03:00:00,3,Monday,Weekday,True,Driver,Customer related issue
1/28/2024,2:00:00,CNR6687196,Cancelled by Driver,410899,Mini,Area-18,Area-4,,,0,1,0,,,,,,2024-01-28 02:00:00,2,Sunday,Weekend,True,Driver,More than permitted people in there
1/23/2024,5:00:00,CNR3164621,Cancelled by Driver,890888,Auto,Area-30,Area-10,,,0,1,0,,,,,,2024-01-23 05:00:00,5,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/12/2024,14:00:00,CNR9082641,Cancelled by Customer,335545,Prime Sedan,Area-32,Area-49,,,1,0,0,,,,,,2024-01-12 14:00:00,14,Friday,Weekday,True,Customer,Wrong Address
1/5/2024,9:00:00,CNR0798284,Cancelled by Customer,769054,Auto,Area-28,Area-27,,,1,0,0,,,,,,2024-01-05 09:00:00,9,Friday,Weekday,True,Customer,Driver is not moving towards pickup location
1/24/2024,22:00:00,CNR6568601,Cancelled by Driver,199524,Bike,Area-42,Area-7,,,0,1,0,,,,,,2024-01-24 22:00:00,22,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/11/2024,4:00:00,CNR3694373,Cancelled by Driver,648159,Prime SUV,Area-30,Area-37,,,0,1,0,,,,,,2024-01-11 04:00:00,4,Thursday,Weekday,True,Driver,Personal & Car related issues
1/18/2024,0:00:00,CNR8676050,Incomplete,940848,Mini,Area-7,Area-19,,,0,0,1,,,,,,2024-01-18 00:00:00,0,Thursday,Weekday,True,Incomplete,Customer Demand
1/8/2024,8:00:00,CNR8836782,Cancelled by Driver,770513,Auto,Area-7,Area-47,,,0,1,0,,,,,,2024-01-08 08:00:00,8,Monday,Weekday,True,Driver,More than permitted people in there
1/14/2024,19:00:00,CNR9405624,Cancelled by Driver,561746,Prime Plus,Area-15,Area-16,,,0,1,0,,,,,,2024-01-14 19:00:00,19,Sunday,Weekend,True,Driver,Customer related issue
1/26/2024,18:00:00,CNR2379822,Cancelled by Driver,621281,Mini,Area-30,Area-40,,,0,1,0,,,,,,2024-01-26 18:00:00,18,Friday,Weekday,True,Driver,More than permitted people in there
1/17/2024,21:00:00,CNR2456358,Incomplete,814417,Bike,Area-10,Area-50,,,0,0,1,,,,,,2024-01-17 21:00:00,21,Wednesday,Weekday,True,Incomplete,Other Issue
1/15/2024,23:00:00,CNR9637506,Incomplete,200128,Prime Sedan,Area-4,Area-44,,,0,0,1,,,,,,2024-01-15 23:00:00,23,Monday,Weekday,True,Incomplete,Customer Demand
1/1/2024,1:00:00,CNR9503095,Cancelled by Driver,751031,eBike,Area-12,Area-13,,,0,1,0,,,,,,2024-01-01 01:00:00,1,Monday,Weekday,True,Driver,More than permitted people in there
1/7/2024,0:00:00,CNR2814399,Cancelled by Driver,979820,Prime SUV,Area-43,Area-46,,,0,1,0,,,,,,2024-01-07 00:00:00,0,Sunday,Weekend,True,Driver,Personal & Car related issues
1/13/2024,3:00:00,CNR5251188,Incomplete,233289,Prime Plus,Area-36,Area-32,,,0,0,1,,,,,,2024-01-13 03:00:00,3,Saturday,Weekend,True,Incomplete,Other Issue
1/14/2024,13:00:00,CNR0018214,Cancelled by Driver,260534,Mini,Area-4,Area-26,,,0,1,0,,,,,,2024-01-14 13:00:00,13,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/14/2024,17:00:00,CNR3112358,Cancelled by Driver,758806,Prime SUV,Area-8,Area-15,,,0,1,0,,,,,,2024-01-14 17:00:00,17,Sunday,Weekend,True,Driver,Personal & Car related issues
1/29/2024,20:00:00,CNR0009830,Cancelled by Driver,257918,eBike,Area-23,Area-13,,,0,1,0,,,,,,2024-01-29 20:00:00,20,Monday,Weekday,True,Driver,Customer related issue
1/30/2024,10:00:00,CNR8219900,Cancelled by Driver,278738,Mini,Area-31,Area-25,,,0,1,0,,,,,,2024-01-30 10:00:00,10,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/26/2024,0:00:00,CNR6895189,Incomplete,189139,Prime Sedan,Area-37,Area-23,,,0,0,1,,,,,,2024-01-26 00:00:00,0,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/15/2024,4:00:00,CNR5196703,Cancelled by Driver,829062,Auto,Area-25,Area-25,,,0,1,0,,,,,,2024-01-15 04:00:00,4,Monday,Weekday,True,Driver,The customer was coughing/sick
1/1/2024,23:00:00,CNR8810318,Cancelled by Driver,114100,eBike,Area-5,Area-1,,,0,1,0,,,,,,2024-01-01 23:00:00,23,Monday,Weekday,True,Driver,The customer was coughing/sick
1/14/2024,14:00:00,CNR5936602,Cancelled by Driver,950358,eBike,Area-29,Area-23,,,0,1,0,,,,,,2024-01-14 14:00:00,14,Sunday,Weekend,True,Driver,More than permitted people in there
1/16/2024,18:00:00,CNR4232839,Incomplete,705258,Prime Sedan,Area-18,Area-36,,,0,0,1,,,,,,2024-01-16 18:00:00,18,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/12/2024,15:00:00,CNR9438281,Cancelled by Driver,869046,Prime Sedan,Area-39,Area-8,,,0,1,0,,,,,,2024-01-12 15:00:00,15,Friday,Weekday,True,Driver,Personal & Car related issues
1/27/2024,19:00:00,CNR4316763,Cancelled by Driver,857886,Auto,Area-3,Area-33,,,0,1,0,,,,,,2024-01-27 19:00:00,19,Saturday,Weekend,True,Driver,Customer related issue
1/22/2024,4:00:00,CNR0015927,Incomplete,460262,Mini,Area-22,Area-6,,,0,0,1,,,,,,2024-01-22 04:00:00,4,Monday,Weekday,True,Incomplete,Customer Demand
1/15/2024,6:00:00,CNR1836449,Cancelled by Customer,293810,Prime Plus,Area-50,Area-26,,,1,0,0,,,,,,2024-01-15 06:00:00,6,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/2/2024,18:00:00,CNR3192772,Cancelled by Customer,418107,Prime SUV,Area-14,Area-38,,,1,0,0,,,,,,2024-01-02 18:00:00,18,Tuesday,Weekday,True,Customer,AC is not working
1/21/2024,11:00:00,CNR5298268,Cancelled by Driver,111756,Prime SUV,Area-40,Area-4,,,0,1,0,,,,,,2024-01-21 11:00:00,11,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/3/2024,18:00:00,CNR3304410,Cancelled by Driver,394464,Prime SUV,Area-43,Area-5,,,0,1,0,,,,,,2024-01-03 18:00:00,18,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/21/2024,10:00:00,CNR2269168,Incomplete,998627,Prime SUV,Area-3,Area-37,,,0,0,1,,,,,,2024-01-21 10:00:00,10,Sunday,Weekend,True,Incomplete,Vehicle Breakdown
1/2/2024,19:00:00,CNR3991367,Cancelled by Driver,930763,Prime SUV,Area-37,Area-9,,,0,1,0,,,,,,2024-01-02 19:00:00,19,Tuesday,Weekday,True,Driver,Customer related issue
1/17/2024,1:00:00,CNR0136824,Cancelled by Customer,245967,Prime Plus,Area-8,Area-7,,,1,0,0,,,,,,2024-01-17 01:00:00,1,Wednesday,Weekday,True,Customer,Driver asked to cancel
1/10/2024,14:00:00,CNR8470331,Cancelled by Customer,735894,Mini,Area-24,Area-26,,,1,0,0,,,,,,2024-01-10 14:00:00,14,Wednesday,Weekday,True,Customer,Driver asked to cancel
1/16/2024,18:00:00,CNR2269386,Cancelled by Driver,504848,Mini,Area-31,Area-33,,,0,1,0,,,,,,2024-01-16 18:00:00,18,Tuesday,Weekday,True,Driver,Customer related issue
1/21/2024,0:00:00,CNR3695606,Cancelled by Driver,338909,Bike,Area-19,Area-39,,,0,1,0,,,,,,2024-01-21 00:00:00,0,Sunday,Weekend,True,Driver,The customer was coughing/sick
